id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
7340,2017-03-31,MS,Centro-Oeste,Incidente
7339,2017-03-31,MG,Sudeste,Incidente
7338,2017-03-31,SP,Sudeste,Acidente
7337,2017-04-04,MS,Centro-Oeste,Incidente
8120,2018-09-05,MG,Sudeste,Incidente
8119,2018-09-10,MG,Sudeste,Incidente
8118,2018-02-22,SP,Sudeste,Incidente
8117,2018-09-15,SP,Sudeste,Incidente
8116,2018-09-15,SC,Sul,Acidente
8115,2018-09-14,CE,Nordeste,Acidente
8115,2018-09-14,CE,Nordeste,Acidente
8113,2018-09-10,SP,Sudeste,Acidente
8112,2018-07-28,SC,Sul,Acidente
8114,2018-09-06,GO,Centro-Oeste,Acidente
8114,2018-09-06,GO,Centro-Oeste,Acidente
8111,2018-09-05,MT,Centro-Oeste,Acidente
8110,2018-09-07,BA,Nordeste,Incidente
8109,2018-09-06,SP,Sudeste,Incidente Grave
8108,2018-08-28,BA,Nordeste,Incidente
7866,2018-05-30,MT,Centro-Oeste,Acidente
7865,2018-03-22,RJ,Sudeste,Ocorrência de Solo
7866,2018-05-30,MT,Centro-Oeste,Acidente
7864,2018-06-01,SP,Sudeste,Incidente Grave
7863,2018-06-03,PR,Sul,Ocorrência de Solo
7862,2018-06-01,SP,Sudeste,Acidente
7861,2018-05-23,GO,Centro-Oeste,Incidente Grave
7860,2018-05-21,GO,Centro-Oeste,Acidente
7859,2018-05-28,PR,Sul,Incidente
7858,2018-05-22,TO,Norte,Incidente Grave
7858,2018-05-22,TO,Norte,Incidente Grave
7857,2018-05-23,SP,Sudeste,Acidente
7856,2018-05-20,RS,Sul,Incidente
7855,2018-05-22,AM,Norte,Acidente
7854,2018-05-20,MG,Sudeste,Incidente Grave
7853,2018-05-21,MG,Sudeste,Incidente
7852,2018-05-19,GO,Centro-Oeste,Incidente Grave
7851,2018-05-19,PA,Norte,Acidente
7850,2018-05-17,SP,Sudeste,Incidente
7628,2017-11-11,RS,Sul,Acidente
7627,2017-11-28,PR,Sul,Incidente
7626,2017-12-03,PR,Sul,Acidente
7625,2017-12-03,SP,Sudeste,Acidente
7624,2017-11-27,SP,Sudeste,Incidente
7623,2017-11-30,PR,Sul,Acidente
7622,2017-11-30,MG,Sudeste,Incidente Grave
7621,2017-11-26,BA,Nordeste,Incidente Grave
7620,2017-11-30,DF,Centro-Oeste,Incidente Grave
7619,2017-11-26,BA,Nordeste,Acidente
7618,2017-11-25,PR,Sul,Incidente
7617,2017-11-23,RS,Sul,Incidente
7616,2017-11-25,SP,Sudeste,Acidente
7616,2017-11-25,SP,Sudeste,Acidente
7615,2017-11-26,SC,Sul,Incidente
7613,2017-11-19,RJ,Sudeste,Incidente
7336,2017-03-31,PR,Sul,Incidente
7614,2017-11-23,PA,Norte,Acidente
7335,2017-03-06,RS,Sul,Acidente
7334,2016-05-27,GO,Centro-Oeste,Incidente
7333,2017-02-22,RJ,Sudeste,Incidente
7332,2017-03-18,MT,Centro-Oeste,Acidente
7331,2017-03-15,PA,Norte,Incidente
7330,2017-03-18,SP,Sudeste,Incidente
7329,2017-03-21,SP,Sudeste,Incidente
7328,2017-03-22,SP,Sudeste,Incidente Grave
8066,2018-08-27,SP,Sudeste,Incidente
8064,2018-07-28,SP,Sudeste,Incidente
7327,2017-02-24,PE,Nordeste,Ocorrência de Solo
7326,2017-03-19,RS,Sul,Incidente
7325,2017-03-18,RS,Sul,Acidente
7323,2017-03-21,AM,Norte,Acidente
8106,2018-09-01,MG,Sudeste,Acidente
7324,2017-03-18,RS,Sul,Incidente Grave
7322,2017-03-15,RS,Sul,Acidente
8107,2018-09-02,PB,Nordeste,Acidente
8104,2018-08-29,SP,Sudeste,Incidente
8067,2018-08-28,RS,Sul,Acidente
8103,2018-08-30,BA,Nordeste,Acidente
8065,2018-08-25,SP,Sudeste,Incidente Grave
8063,2018-08-25,BA,Nordeste,Incidente
8062,2018-08-24,SP,Sudeste,Incidente
8061,2018-08-24,SP,Sudeste,Acidente
8060,2018-08-23,GO,Centro-Oeste,Incidente
8059,2018-07-09,PI,Nordeste,Incidente
7849,2018-05-17,MG,Sudeste,Incidente
7848,2018-05-16,AM,Norte,Acidente
7847,2018-05-17,SP,Sudeste,Incidente
7846,2018-05-16,SP,Sudeste,Acidente
7845,2018-05-16,SP,Sudeste,Incidente
7844,2018-05-16,SP,Sudeste,Incidente
7843,2018-05-08,RJ,Sudeste,Incidente
7842,2018-05-07,GO,Centro-Oeste,Acidente
7841,2018-05-09,RJ,Sudeste,Acidente
7840,2018-05-09,MG,Sudeste,Incidente
7839,2018-05-07,TO,Norte,Incidente
7838,2018-05-08,MG,Sudeste,Acidente
7837,2018-05-06,PR,Sul,Acidente
7835,2018-05-03,PA,Norte,Acidente
7836,2018-05-04,SC,Sul,Acidente
7834,2018-03-18,MA,Nordeste,Incidente
7833,2018-05-03,MA,Nordeste,Incidente Grave
7611,2017-11-20,MG,Sudeste,Incidente
7609,2017-11-21,AM,Norte,Incidente
7608,2017-11-19,SP,Sudeste,Acidente
7612,2017-11-24,MA,Nordeste,Acidente
7610,2017-11-19,RJ,Sudeste,Ocorrência de Solo
7607,2017-11-18,SP,Sudeste,Acidente
7606,2017-11-19,RJ,Sudeste,Incidente
7605,2017-11-17,MG,Sudeste,Ocorrência de Solo
7604,2017-11-15,SP,Sudeste,Incidente
7603,2017-11-18,PR,Sul,Incidente Grave
7602,2017-11-16,PI,Nordeste,Incidente
7601,2017-11-17,PA,Norte,Acidente
7600,2017-11-13,PR,Sul,Incidente
7599,2017-11-14,SP,Sudeste,Acidente
7597,2017-11-11,RO,Norte,Acidente
7598,2017-11-13,PB,Nordeste,Incidente Grave
7596,2017-11-11,AC,Norte,Incidente
7321,2017-02-22,RS,Sul,Acidente
7318,2017-03-17,PR,Sul,Acidente
7320,2017-03-24,SP,Sudeste,Incidente
7319,2017-04-15,RJ,Sudeste,Acidente
7317,2017-03-17,AM,Norte,Incidente Grave
7316,2017-03-16,MT,Centro-Oeste,Incidente Grave
7315,2017-03-15,SP,Sudeste,Ocorrência de Solo
7314,2017-03-04,PR,Sul,Ocorrência de Solo
7313,2017-03-13,PA,Norte,Incidente
7312,2017-03-14,MS,Centro-Oeste,Incidente
7311,2017-04-28,SP,Sudeste,Acidente
7310,2017-04-22,SP,Sudeste,Incidente
7309,2017-04-27,DF,Centro-Oeste,Incidente
7308,2017-04-21,PA,Norte,Acidente
7307,2017-05-10,RS,Sul,Incidente
7306,2017-05-09,MG,Sudeste,Incidente
7305,2017-05-04,SP,Sudeste,Incidente Grave
8057,2018-08-23,RJ,Sudeste,Incidente
8056,2018-08-21,SP,Sudeste,Incidente Grave
8058,2018-08-23,RO,Norte,Incidente Grave
8058,2018-08-23,RO,Norte,Incidente Grave
8055,2018-07-20,PE,Nordeste,Incidente
8054,2018-08-17,GO,Centro-Oeste,Incidente
7824,2018-04-28,MT,Centro-Oeste,Acidente
8053,2018-08-21,RS,Sul,Acidente
8052,2018-08-16,PR,Sul,Incidente
8051,2018-08-16,MT,Centro-Oeste,Incidente Grave
8050,2018-08-13,RO,Norte,Incidente
8049,2018-08-12,MG,Sudeste,Incidente Grave
8051,2018-08-16,MT,Centro-Oeste,Incidente Grave
8048,2018-08-11,GO,Centro-Oeste,Acidente
8047,2018-08-11,SP,Sudeste,Incidente Grave
8047,2018-08-11,SP,Sudeste,Incidente Grave
8046,2018-08-09,MA,Nordeste,Incidente
8045,2018-08-11,MT,Centro-Oeste,Incidente
8044,2018-08-10,ES,Sudeste,Acidente
7832,2018-04-27,PA,Norte,Incidente Grave
7827,2018-03-27,GO,Centro-Oeste,Incidente Grave
7825,2018-03-09,RO,Norte,Incidente
7832,2018-04-27,PA,Norte,Incidente Grave
7831,2018-02-20,MG,Sudeste,Incidente
7830,2018-05-05,SP,Sudeste,Incidente
7830,2018-05-05,SP,Sudeste,Incidente
7829,2018-05-05,SP,Sudeste,Acidente
7828,2018-04-29,PR,Sul,Acidente
7823,2018-04-28,TO,Norte,Incidente Grave
7822,2018-04-29,GO,Centro-Oeste,Acidente
7821,2018-04-30,AM,Norte,Acidente
7820,2018-04-27,PR,Sul,Incidente Grave
7819,2018-04-12,GO,Centro-Oeste,Incidente Grave
7819,2018-04-12,GO,Centro-Oeste,Incidente Grave
7818,2018-04-21,MT,Centro-Oeste,Incidente Grave
7595,2017-11-09,BA,Nordeste,Incidente
7594,2017-11-05,PR,Sul,Incidente
7593,2017-11-11,PE,Nordeste,Acidente
7592,2017-10-26,RJ,Sudeste,Incidente
7591,2017-11-10,CE,Nordeste,Acidente
7590,2017-10-26,RS,Sul,Incidente
7587,2017-11-07,PR,Sul,Acidente
7589,2017-11-10,GO,Centro-Oeste,Acidente
7586,2017-11-02,RS,Sul,Incidente Grave
7585,2017-10-31,MG,Sudeste,Incidente Grave
7584,2017-11-02,AM,Norte,Acidente
7584,2017-11-02,AM,Norte,Acidente
7304,2017-05-08,SP,Sudeste,Incidente
7583,2017-10-24,PR,Sul,Incidente
7582,2017-05-15,MA,Nordeste,Incidente Grave
7303,2017-04-26,RS,Sul,Incidente
7302,2017-04-27,RS,Sul,Incidente
7301,2017-05-02,MG,Sudeste,Incidente
7300,2017-05-11,MG,Sudeste,Incidente Grave
7299,2017-05-09,PR,Sul,Acidente
7298,2017-05-05,GO,Centro-Oeste,Incidente Grave
7297,2017-05-09,SC,Sul,Incidente
7296,2017-04-29,SP,Sudeste,Incidente
7295,2017-04-28,SP,Sudeste,Incidente
7294,2017-04-23,PR,Sul,Acidente
7293,2017-04-12,RJ,Sudeste,Acidente
7292,2017-05-06,SP,Sudeste,Incidente
7291,2017-05-15,SP,Sudeste,Incidente
7290,2017-05-10,RJ,Sudeste,Acidente
7289,2017-05-11,SP,Sudeste,Incidente
7288,2017-03-12,SP,Sudeste,Incidente
7287,2017-03-22,SP,Sudeste,Incidente
7286,2017-03-11,MT,Centro-Oeste,Incidente
7285,2017-03-21,RS,Sul,Incidente
8040,2018-08-04,RS,Sul,Incidente Grave
8040,2018-08-04,RS,Sul,Incidente Grave
8039,2018-08-06,CE,Nordeste,Acidente
8038,2018-08-03,SC,Sul,Incidente
8037,2018-08-01,GO,Centro-Oeste,Acidente
8036,2018-07-31,BA,Nordeste,Incidente
8033,2018-07-29,PR,Sul,Acidente
8033,2018-07-29,PR,Sul,Acidente
8035,2018-08-02,TO,Norte,Incidente
8034,2018-07-30,MT,Centro-Oeste,Incidente Grave
8034,2018-07-30,MT,Centro-Oeste,Incidente Grave
7816,2018-04-17,PR,Sul,Incidente
8032,2018-07-27,PA,Norte,Acidente
8031,2018-07-25,SP,Sudeste,Incidente
8030,2018-07-26,RJ,Sudeste,Incidente
8029,2018-07-27,PR,Sul,Incidente
7817,2018-04-06,GO,Centro-Oeste,Acidente
7815,2018-04-05,SP,Sudeste,Incidente
7814,2018-04-03,PR,Sul,Incidente
7813,2018-03-22,MG,Sudeste,Incidente
7812,2018-04-15,MT,Centro-Oeste,Acidente
7811,2018-04-17,AM,Norte,Acidente
7810,2018-04-21,MS,Centro-Oeste,Incidente
7808,2018-04-20,ES,Sudeste,Incidente
7808,2018-04-20,ES,Sudeste,Incidente
7807,2018-04-19,PR,Sul,Incidente
7805,2018-04-16,GO,Centro-Oeste,Acidente
7804,2018-04-14,MG,Sudeste,Acidente
7806,2018-04-20,SP,Sudeste,Incidente Grave
7806,2018-04-20,SP,Sudeste,Incidente Grave
7803,2018-04-17,PR,Sul,Acidente
7801,2018-04-17,SP,Sudeste,Incidente
7800,2018-03-28,MS,Centro-Oeste,Acidente
7802,2018-04-12,TO,Norte,Acidente
7802,2018-04-12,TO,Norte,Acidente
7800,2018-03-28,MS,Centro-Oeste,Acidente
7581,2017-10-29,SP,Sudeste,Incidente
7580,2017-10-28,GO,Centro-Oeste,Acidente
7579,2017-10-31,ES,Sudeste,Incidente
7578,2017-10-19,RS,Sul,Ocorrência de Solo
7577,2017-10-20,PR,Sul,Incidente
7576,2017-10-29,RS,Sul,Acidente
7575,2017-10-24,PR,Sul,Incidente
7574,2017-10-24,PA,Norte,Acidente
7573,2017-10-23,SP,Sudeste,Ocorrência de Solo
7572,2017-10-20,MS,Centro-Oeste,Acidente
7571,2017-10-21,SC,Sul,Acidente
7570,2017-10-23,RS,Sul,Incidente Grave
7569,2017-10-23,MG,Sudeste,Incidente
7568,2017-10-22,PA,Norte,Acidente
7567,2017-10-16,RR,Norte,Acidente
7566,2017-10-18,MG,Sudeste,Incidente
7565,2017-10-19,RS,Sul,Ocorrência de Solo
7564,2017-10-11,PR,Sul,Incidente
7563,2017-10-17,AM,Norte,Acidente
7283,2017-03-07,RS,Sul,Incidente
7282,2017-03-11,BA,Nordeste,Incidente
7281,2017-02-23,RS,Sul,Ocorrência de Solo
7284,2017-04-12,RS,Sul,Acidente
7280,2017-03-01,RJ,Sudeste,Acidente
7279,2017-03-04,SP,Sudeste,Incidente
7278,2017-02-11,MG,Sudeste,Incidente
7277,2017-02-22,SC,Sul,Incidente Grave
7276,2016-12-07,AM,Norte,Acidente
7275,2016-11-09,SP,Sudeste,Incidente
7274,2016-10-28,GO,Centro-Oeste,Acidente
7273,2016-11-08,SC,Sul,Incidente Grave
7272,2017-05-24,MG,Sudeste,Incidente
7271,2017-06-05,SP,Sudeste,Incidente
7270,2017-06-02,SC,Sul,Incidente
7269,2017-06-06,PR,Sul,Incidente
7268,2017-06-07,SP,Sudeste,Incidente
7267,2017-06-05,DF,Centro-Oeste,Incidente
8028,2018-07-31,AC,Norte,Incidente
8027,2018-07-27,MG,Sudeste,Incidente
8026,2018-07-27,SP,Sudeste,Ocorrência de Solo
8025,2018-07-30,AM,Norte,Incidente
8024,2018-07-24,SP,Sudeste,Incidente
8023,2018-07-27,PR,Sul,Incidente
8022,2018-07-29,SP,Sudeste,Acidente
8021,2018-07-18,MS,Centro-Oeste,Incidente
8020,2018-07-29,CE,Nordeste,Incidente Grave
8019,2010-01-03,RJ,Sudeste,Incidente
8018,2010-01-05,RS,Sul,Incidente
8017,2010-01-07,AM,Norte,Incidente
7797,2018-04-11,RS,Sul,Acidente
8017,2010-01-07,AM,Norte,Incidente
8016,2010-01-18,AC,Norte,Incidente
8015,2010-01-19,RJ,Sudeste,Incidente
7799,2018-04-14,RS,Sul,Incidente
7798,2018-04-10,BA,Nordeste,Incidente
7796,2018-01-23,PE,Nordeste,Acidente
7795,2018-02-07,SP,Sudeste,Acidente
7794,2018-02-07,PA,Norte,Acidente
7793,2018-03-22,RJ,Sudeste,Incidente
7792,2018-04-10,DF,Centro-Oeste,Incidente Grave
7792,2018-04-10,DF,Centro-Oeste,Incidente Grave
7791,2018-04-06,RS,Sul,Incidente
7790,2018-04-08,SP,Sudeste,Incidente
7789,2018-04-02,MT,Centro-Oeste,Acidente
7788,2018-04-03,MG,Sudeste,Acidente
7560,2017-10-12,SP,Sudeste,Acidente
7559,2017-10-10,MT,Centro-Oeste,Acidente
7786,2018-04-01,MA,Nordeste,Incidente
7785,2018-04-05,PE,Nordeste,Incidente Grave
7785,2018-04-05,PE,Nordeste,Incidente Grave
7784,2018-04-06,RJ,Sudeste,Incidente Grave
7561,2017-10-12,SP,Sudeste,Acidente
7562,2017-10-15,PR,Sul,Incidente Grave
7558,2017-10-12,RJ,Sudeste,Incidente
7557,2017-08-11,RJ,Sudeste,Incidente
7556,2017-10-12,BA,Nordeste,Incidente
7555,2017-10-09,SP,Sudeste,Acidente
7554,2017-10-11,SP,Sudeste,Incidente
7553,2017-09-08,PA,Norte,Incidente
7552,2017-10-07,SP,Sudeste,Acidente
7551,2017-10-02,MG,Sudeste,Ocorrência de Solo
7550,2017-10-02,MG,Sudeste,Ocorrência de Solo
7549,2017-10-02,MG,Sudeste,Ocorrência de Solo
7547,2017-10-02,MG,Sudeste,Ocorrência de Solo
7547,2017-10-02,MG,Sudeste,Ocorrência de Solo
7546,2017-09-11,RJ,Sudeste,Ocorrência de Solo
7545,2017-09-30,PA,Norte,Acidente
7544,2017-09-30,GO,Centro-Oeste,Acidente
7263,2017-05-31,SP,Sudeste,Incidente
7254,2017-02-16,PA,Norte,Acidente
7253,2017-02-04,RJ,Sudeste,Ocorrência de Solo
7544,2017-09-30,GO,Centro-Oeste,Acidente
7543,2017-10-01,GO,Centro-Oeste,Acidente
7266,2017-05-08,MT,Centro-Oeste,Acidente
7265,2017-06-08,AL,Nordeste,Incidente
7264,2017-06-03,SC,Sul,Incidente
7262,2017-06-02,PA,Norte,Ocorrência de Solo
7261,2016-02-24,RR,Norte,Incidente Grave
7260,2017-06-09,MG,Sudeste,Incidente Grave
7256,2017-03-07,GO,Centro-Oeste,Acidente
7255,2017-02-18,PR,Sul,Incidente
7259,2016-10-29,SC,Sul,Acidente
7258,2016-07-19,PA,Norte,Acidente
7257,2014-03-09,SE,Nordeste,Acidente
5309,2003-01-26,Indeterminado,,Acidente
5308,2003-01-24,Indeterminado,,Acidente
5307,2003-01-20,Indeterminado,,Acidente
5306,2003-01-11,Indeterminado,,Acidente
5305,2003-01-04,Indeterminado,,Acidente
5304,2002-12-28,Indeterminado,,Acidente
5303,2002-12-19,Indeterminado,,Acidente
5302,2002-12-13,Indeterminado,,Acidente
5300,2002-12-01,Indeterminado,,Acidente
5301,2002-12-07,Indeterminado,,Acidente
5299,2002-12-01,Indeterminado,,Acidente
5298,2002-11-30,Indeterminado,,Acidente
5011,2005-03-12,Indeterminado,,Acidente
5009,2005-03-05,Indeterminado,,Acidente
5010,2005-03-10,Indeterminado,,Acidente
5008,2005-02-26,Indeterminado,,Acidente
5007,2005-02-22,Indeterminado,,Acidente
5006,2005-02-14,Indeterminado,,Acidente
5627,2014-01-18,RJ,Sudeste,Incidente
5005,2005-02-13,Indeterminado,,Acidente
5004,2005-02-11,Indeterminado,,Acidente
5003,2005-02-10,Indeterminado,,Acidente
5001,2005-02-08,Indeterminado,,Acidente
5000,2005-01-30,Indeterminado,,Acidente
5002,2005-02-09,Indeterminado,,Acidente
4790,2001-11-07,Indeterminado,,Acidente
4790,2001-11-07,Indeterminado,,Acidente
4789,2013-12-15,PR,Sul,Ocorrência Anormal
4788,2013-12-10,PA,Norte,Incidente
4787,2013-12-06,AM,Norte,Incidente
4786,2013-12-02,RJ,Sudeste,Incidente
4785,2013-12-10,MT,Centro-Oeste,Acidente
5634,2014-02-21,ES,Sudeste,Incidente
5633,2014-03-18,SP,Sudeste,Ocorrência Anormal
4784,2004-08-08,Indeterminado,,Acidente
4783,2004-08-04,Indeterminado,,Acidente
4782,2004-07-22,Indeterminado,,Acidente
5626,2014-01-19,RJ,Sudeste,Ocorrência Anormal
4781,2004-07-05,Indeterminado,,Acidente
4780,2004-05-14,Indeterminado,,Acidente
5637,2014-03-21,RJ,Sudeste,Incidente
5636,2014-02-12,AM,Norte,Incidente
5635,2014-02-20,MG,Sudeste,Incidente
5288,2002-10-07,Indeterminado,,Acidente
5632,2014-03-18,AM,Norte,Incidente
5631,2014-01-21,SP,Sudeste,Ocorrência Anormal
5630,2013-12-16,PR,Sul,Acidente
5629,2014-01-18,MG,Sudeste,Ocorrência Anormal
5628,2014-01-20,MG,Sudeste,Ocorrência Anormal
5625,2014-01-17,RJ,Sudeste,Incidente
5624,2014-01-21,SP,Sudeste,Incidente Grave
5623,2014-01-26,SP,Sudeste,Incidente
5622,2014-01-09,PR,Sul,Ocorrência Anormal
5621,2013-12-29,RJ,Sudeste,Incidente
5620,2013-12-29,PR,Sul,Incidente
5296,2002-11-30,Indeterminado,,Acidente
5295,2002-11-22,Indeterminado,,Acidente
5294,2002-11-14,Indeterminado,,Acidente
5291,2002-10-17,Indeterminado,,Acidente
5290,2002-10-15,Indeterminado,,Acidente
5293,2002-11-09,Indeterminado,,Acidente
5292,2002-10-17,Indeterminado,,Acidente
5289,2002-10-15,Indeterminado,,Acidente
5287,2002-10-03,Indeterminado,,Acidente
5286,2002-10-02,Indeterminado,,Acidente
5297,2002-11-30,Indeterminado,,Acidente
4999,2005-01-16,Indeterminado,,Acidente
4993,2004-12-22,Indeterminado,,Acidente
4992,2004-12-11,Indeterminado,,Acidente
4991,2004-12-07,Indeterminado,,Acidente
4998,2005-01-12,Indeterminado,,Acidente
4997,2005-01-12,Indeterminado,,Acidente
4996,2004-12-31,Indeterminado,,Acidente
4995,2004-12-27,Indeterminado,,Acidente
4994,2004-12-22,Indeterminado,,Acidente
4990,2004-12-01,Indeterminado,,Acidente
4989,2004-11-29,Indeterminado,,Acidente
4988,2004-11-27,Indeterminado,,Acidente
4987,2004-11-21,Indeterminado,,Acidente
4779,2004-05-14,Indeterminado,,Acidente
4778,2004-05-11,Indeterminado,,Acidente
4777,2004-05-08,Indeterminado,,Acidente
4774,2004-04-01,Indeterminado,,Acidente
4772,2004-03-02,Indeterminado,,Acidente
4776,2004-04-20,Indeterminado,,Acidente
4775,2004-04-10,Indeterminado,,Acidente
4773,2004-03-10,Indeterminado,,Acidente
4770,2001-11-05,Indeterminado,,Acidente
4771,2004-02-23,Indeterminado,,Acidente
4769,2001-11-02,Indeterminado,,Acidente
4768,2001-10-23,Indeterminado,,Acidente
5619,2013-12-29,PR,Sul,Incidente
5618,2013-12-18,SP,Sudeste,Incidente
5617,2013-12-13,PR,Sul,Acidente
5616,2013-12-12,SP,Sudeste,Incidente
5615,2014-01-09,RS,Sul,Acidente
5614,2014-01-15,SP,Sudeste,Incidente
5613,2013-12-18,SP,Sudeste,Ocorrência Anormal
5612,2013-12-18,SP,Sudeste,Incidente
5611,2013-12-16,AL,Nordeste,Incidente
5610,2013-12-16,DF,Centro-Oeste,Incidente
5609,2013-12-31,MG,Sudeste,Acidente
5608,2013-11-04,MT,Centro-Oeste,Acidente
5607,2007-12-30,MG,Sudeste,Acidente
5606,2007-07-24,Indeterminado,,Acidente
5605,2000-07-22,Indeterminado,,Acidente
5604,2009-12-29,Indeterminado,,Acidente
5603,2009-12-29,RS,Sul,Acidente
5602,2009-12-28,RS,Sul,Acidente
5601,2009-12-23,Indeterminado,,Acidente
5600,2009-12-23,MA,Nordeste,Acidente
5278,2002-08-30,Indeterminado,,Acidente
5284,2002-09-27,Indeterminado,,Acidente
5283,2002-09-24,MA,Nordeste,Acidente
5282,2002-09-22,Indeterminado,,Acidente
5281,2002-09-14,Indeterminado,,Acidente
5280,2002-09-09,Indeterminado,,Acidente
5279,2002-09-06,Indeterminado,,Acidente
5277,2002-08-30,Indeterminado,,Acidente
5276,2004-10-22,MT,Centro-Oeste,Acidente
5275,2004-10-12,Indeterminado,,Acidente
5285,2002-09-29,Indeterminado,,Acidente
4986,2004-11-21,Indeterminado,,Acidente
4985,2004-11-16,Indeterminado,,Acidente
4984,2004-11-11,AM,Norte,Acidente
4981,2004-11-07,Indeterminado,,Acidente
4983,2004-11-08,Indeterminado,,Acidente
4982,2004-11-07,Indeterminado,,Acidente
4980,2004-10-28,Indeterminado,,Acidente
4979,2004-10-28,Indeterminado,,Acidente
4978,2004-10-26,Indeterminado,,Acidente
4977,2004-10-23,Indeterminado,,Acidente
4976,2014-01-24,PR,Sul,Ocorrência Anormal
4975,2014-01-24,SP,Sudeste,Acidente
4767,2001-10-19,Indeterminado,,Acidente
4766,2001-10-18,Indeterminado,,Acidente
4765,2001-10-13,Indeterminado,,Acidente
4764,2001-10-11,Indeterminado,,Acidente
4763,2001-10-04,Indeterminado,,Acidente
4762,2001-09-30,Indeterminado,,Acidente
4761,2001-09-26,Indeterminado,,Acidente
4760,2001-09-22,Indeterminado,,Acidente
4759,2001-09-16,Indeterminado,,Acidente
4758,2001-09-15,Indeterminado,,Acidente
5591,2009-11-24,SC,Sul,Acidente
5590,2009-11-23,Indeterminado,,Acidente
4757,2001-09-14,Indeterminado,,Acidente
4756,2001-09-13,PR,Sul,Acidente
4755,2001-08-29,Indeterminado,,Acidente
5596,2009-12-17,Indeterminado,,Acidente
5595,2009-12-17,SC,Sul,Acidente
5594,2009-12-16,RS,Sul,Acidente
5593,2009-12-04,Indeterminado,,Acidente
5592,2009-11-28,Indeterminado,,Acidente
5589,2009-11-22,Indeterminado,,Acidente
5588,2009-11-19,RS,Sul,Acidente
5587,2009-11-13,MS,Centro-Oeste,Acidente
5586,2009-11-04,PA,Norte,Acidente
5585,2009-10-28,PA,Norte,Acidente
5584,2009-10-27,MS,Centro-Oeste,Acidente
5582,2009-10-19,Indeterminado,,Acidente
5599,2009-12-22,Indeterminado,,Acidente
5583,2009-10-20,MG,Sudeste,Acidente
5598,2009-12-20,Indeterminado,,Acidente
5598,2009-12-20,Indeterminado,,Acidente
5597,2009-12-20,Indeterminado,,Acidente
5597,2009-12-20,Indeterminado,,Acidente
5581,2009-10-19,AL,Nordeste,Acidente
5580,2009-10-17,MS,Centro-Oeste,Acidente
5579,2009-10-14,Indeterminado,,Acidente
5578,2009-10-12,Indeterminado,,Acidente
5577,2009-10-10,Indeterminado,,Acidente
5576,2009-10-10,Indeterminado,,Acidente
5575,2009-10-06,Indeterminado,,Acidente
5574,2009-10-04,SP,Sudeste,Acidente
5573,2009-09-29,Indeterminado,,Acidente
5572,2009-09-25,Indeterminado,,Acidente
5571,2009-09-24,BA,Nordeste,Acidente
5570,2009-09-23,Indeterminado,,Acidente
5569,2009-09-24,GO,Centro-Oeste,Acidente
5568,2009-09-21,SP,Sudeste,Acidente
5567,2009-09-08,Indeterminado,,Acidente
5566,2009-09-03,SP,Sudeste,Acidente
5565,2009-08-30,Indeterminado,,Acidente
5564,2009-08-27,MT,Centro-Oeste,Acidente
5563,2009-08-27,RJ,Sudeste,Acidente
5562,2009-08-22,Indeterminado,,Acidente
5561,2009-08-21,Indeterminado,,Acidente
5560,2009-08-07,Indeterminado,,Acidente
5559,2009-07-31,Indeterminado,,Acidente
5558,2009-07-28,Indeterminado,,Acidente
5558,2009-07-28,Indeterminado,,Acidente
5557,2009-07-22,SP,Sudeste,Acidente
5273,2004-09-24,Indeterminado,,Acidente
5271,2004-09-11,Indeterminado,,Acidente
5270,2004-09-05,Indeterminado,,Acidente
5272,2004-09-24,Indeterminado,,Acidente
5269,2004-08-30,Indeterminado,,Acidente
5268,2004-08-24,Indeterminado,,Acidente
5267,2004-08-21,Indeterminado,,Acidente
5266,2004-08-20,Indeterminado,,Acidente
5265,2004-08-17,Indeterminado,,Acidente
5274,2004-09-26,Indeterminado,,Acidente
5264,2004-08-15,Indeterminado,,Acidente
4970,2014-01-14,RJ,Sudeste,Incidente
4741,2001-06-14,Indeterminado,,Acidente
4971,2014-01-14,DF,Centro-Oeste,Incidente
4969,2014-01-12,PB,Nordeste,Incidente
4968,2014-01-11,PR,Sul,Acidente
4967,2014-01-10,RJ,Sudeste,Incidente
4966,2014-01-03,MG,Sudeste,Acidente
4965,2014-01-07,PI,Nordeste,Acidente
4964,2014-01-03,MG,Sudeste,Acidente
4963,2014-01-04,SP,Sudeste,Ocorrência de Solo
4974,2014-01-22,SP,Sudeste,Incidente
4972,2014-01-24,SC,Sul,Incidente
4962,2014-02-17,DF,Centro-Oeste,Incidente
4973,2014-01-14,PR,Sul,Acidente
4961,2014-02-15,PA,Norte,Acidente
4754,2001-08-23,Indeterminado,,Acidente
4753,2001-08-20,Indeterminado,,Acidente
4752,2001-08-13,Indeterminado,,Acidente
4751,2001-08-11,Indeterminado,,Acidente
4750,2001-08-03,Indeterminado,,Acidente
4749,2001-07-27,Indeterminado,,Acidente
4747,2001-07-09,Indeterminado,,Acidente
4748,2001-07-14,Indeterminado,,Acidente
4746,2001-06-29,Indeterminado,,Acidente
4745,2001-06-25,Indeterminado,,Acidente
4744,2001-06-23,Indeterminado,,Acidente
4743,2001-06-18,Indeterminado,,Acidente
4742,2001-06-15,Indeterminado,,Acidente
5556,2009-07-18,GO,Centro-Oeste,Acidente
